pr_dpcode,brcode,parqty,sh_daysmin,sd_t_qty_30,on_promotion,Parqty_Cal,Parqty_Adj
10,0.0,14,658,0.0,1.25,0.0,8
2,2.0,6,292,2.0,0.0,2.0,6
21,11.0,8,55,13.0,1.25,11.0,11
1,2.0,3,730,3.0,0.0,2.0,6
2,0.0,2,289,0.0,0.0,0.0,6
10,6.0,4,658,5.0,1.25,6.0,8
2,2.0,2,252,2.0,0.0,2.0,6
28,3.0,4,150,3.0,0.0,3.0,6
2,4.0,6,255,4.0,0.0,4.0,6
5,1.0,3,583,1.0,1.25,1.0,8
20,2.0,6,182,2.0,0.0,2.0,6
4,3.0,6,299,3.0,0.0,3.0,6
2,9.0,12,252,9.0,0.0,9.0,9
9,1.0,7,658,1.0,0.0,1.0,6
19,5.0,12,180,5.0,0.0,5.0,6
5,0.0,18,276,0.0,0.0,0.0,6
8,4.0,6,422,3.0,1.25,4.0,8
1,3.0,3,730,4.0,0.0,3.0,6
20,10.0,12,240,10.0,0.0,10.0,10
1,1.0,4,365,2.0,0.0,1.0,6
10,1.0,4,658,1.0,0.0,1.0,6
1,2.0,3,360,3.0,0.0,2.0,6
25,5.0,6,658,5.0,0.0,5.0,6
1,1.0,8,365,2.0,0.0,1.0,6
28,1.0,4,27,4.0,0.0,1.0,3
10,0.0,4,768,0.0,1.25,0.0,8
8,5.0,6,365,5.0,0.0,5.0,6
3,4.0,4,215,4.0,0.0,4.0,6
9,0.0,6,766,0.0,0.0,0.0,6
2,5.0,10,281,5.0,0.0,5.0,6
8,0.0,6,180,0.0,0.0,0.0,6
20,2.0,9,270,2.0,0.0,2.0,6
8,3.0,6,750,3.0,0.0,3.0,6
28,4.0,4,630,4.0,0.0,4.0,6
1,0.0,6,365,0.0,0.0,0.0,6
2,6.0,6,216,6.0,0.0,6.0,6
9,16.0,16,658,16.0,0.0,16.0,16
19,2.0,6,292,2.0,0.0,2.0,6
23,1.0,3,26,4.0,0.0,1.0,3
9,1.0,6,735,1.0,1.25,1.0,8
2,3.0,4,450,3.0,0.0,3.0,6
3,0.0,6,372,0.0,0.0,0.0,6
10,5.0,6,511,4.0,1.25,5.0,8
3,1.0,6,330,1.0,0.0,1.0,6
19,0.0,6,511,0.0,0.0,0.0,6
1,2.0,3,360,3.0,0.0,2.0,6
19,2.0,6,546,2.0,0.0,2.0,6
28,0.0,4,120,0.0,0.0,0.0,6
1,0.0,6,540,0.0,0.0,0.0,6
12,33.0,30,1000,33.0,0.0,33.0,33
9,0.0,8,780,0.0,0.0,0.0,6
1,1.0,3,365,1.0,0.0,1.0,6
28,0.0,4,75,0.0,0.0,0.0,6
2,5.0,12,365,5.0,0.0,5.0,6
1,0.0,3,1277,0.0,0.0,0.0,6
9,1.0,6,766,1.0,0.0,1.0,6
5,1.0,3,146,1.0,0.0,1.0,6
8,3.0,6,1460,3.0,0.0,3.0,6
1,7.0,6,730,10.0,0.0,7.0,7
19,0.0,6,1639,0.0,0.0,0.0,6
19,2.0,6,256,2.0,0.0,2.0,6
14,1.0,2,1800,1.0,0.0,1.0,6
2,11.0,12,169,11.0,0.0,11.0,11
20,2.0,24,180,2.0,0.0,2.0,6
5,1.0,6,252,1.0,0.0,1.0,6
1,3.0,4,1095,4.0,0.0,3.0,6
8,7.0,7,365,7.0,0.0,7.0,7
9,0.0,6,180,0.0,1.25,0.0,8
1,0.0,3,1825,0.0,0.0,0.0,6
2,0.0,2,233,0.0,1.25,0.0,8
5,0.0,3,365,0.0,0.0,0.0,6
1,5.0,5,329,8.0,0.0,5.0,5
28,1.0,4,135,1.0,0.0,1.0,6
1,1.0,3,1000,1.0,0.0,1.0,6
2,8.0,16,304,8.0,0.0,8.0,8
5,5.0,6,100,5.0,0.0,5.0,6
10,2.0,6,511,2.0,0.0,2.0,6
23,5.0,5,150,5.0,0.0,5.0,3
10,0.0,6,766,0.0,1.25,0.0,8
19,0.0,12,180,0.0,0.0,0.0,6
28,3.0,4,120,3.0,0.0,3.0,6
28,0.0,4,360,0.0,1.25,0.0,4
8,0.0,2,300,0.0,0.0,0.0,6
23,14.0,15,14,51.0,1.25,14.0,15
19,0.0,6,584,0.0,0.0,0.0,6
5,1.0,3,365,1.0,0.0,1.0,6
5,13.0,12,720,10.0,1.25,13.0,13
8,5.0,7,861,5.0,0.0,5.0,6
28,9.0,8,365,9.0,0.0,9.0,9
9,43.0,13,756,34.0,1.25,43.0,43
28,14.0,28,20,43.0,0.0,14.0,14
5,10.0,24,230,10.0,0.0,10.0,10
1,3.0,6,1460,4.0,0.0,3.0,6
8,4.0,4,526,4.0,0.0,4.0,6
10,13.0,12,767,10.0,1.25,13.0,13
2,30.0,28,308,24.0,1.25,30.0,30
22,6.0,6,216,6.0,0.0,6.0,6
8,1.0,5,646,1.0,0.0,1.0,6
19,4.0,12,436,4.0,0.0,4.0,6
28,5.0,3,13,21.0,0.0,5.0,3
20,0.0,6,562,0.0,0.0,0.0,6
23,9.0,10,165,9.0,0.0,9.0,9
8,4.0,7,120,4.0,0.0,4.0,6
10,4.0,4,1277,3.0,1.25,4.0,8
5,1.0,3,300,1.0,0.0,1.0,6
1,3.0,3,360,5.0,0.0,3.0,6
19,0.0,6,150,0.0,1.25,0.0,8
4,9.0,9,297,9.0,0.0,9.0,9
9,2.0,6,548,2.0,0.0,2.0,6
28,3.0,4,16,10.0,0.0,3.0,3
20,4.0,10,255,4.0,0.0,4.0,6
1,0.0,3,365,0.0,0.0,0.0,6
23,34.0,10,30,92.0,1.25,34.0,39
20,4.0,3,180,3.0,1.25,4.0,8
8,9.0,6,471,7.0,1.25,9.0,9
2,5.0,12,231,5.0,0.0,5.0,6
2,14.0,12,300,11.0,1.25,14.0,14
23,3.0,3,19,10.0,0.0,3.0,3
5,3.0,10,635,3.0,0.0,3.0,6
8,2.0,4,750,2.0,0.0,2.0,6
2,8.0,6,252,8.0,0.0,8.0,8
3,3.0,4,511,2.0,1.25,3.0,8
19,11.0,6,360,11.0,0.0,11.0,11
19,0.0,6,766,0.0,0.0,0.0,6
5,14.0,18,471,11.0,1.25,14.0,14
1,0.0,3,365,0.0,0.0,0.0,6
9,0.0,6,630,0.0,1.25,0.0,8
1,0.0,3,730,0.0,0.0,0.0,6
2,3.0,10,312,3.0,0.0,3.0,6
19,2.0,5,90,3.0,0.0,2.0,3
10,1.0,4,658,1.0,0.0,1.0,6
2,0.0,4,180,0.0,0.0,0.0,6
19,5.0,10,240,5.0,0.0,5.0,3
22,1.0,4,729,1.0,0.0,1.0,3
5,0.0,4,90,0.0,0.0,0.0,6
2,7.0,12,54,11.0,0.0,7.0,7
1,1.0,7,329,2.0,0.0,1.0,6
2,3.0,2,256,3.0,0.0,3.0,6
22,5.0,12,219,5.0,0.0,5.0,3
19,0.0,2,657,0.0,0.0,0.0,6
23,2.0,3,25,5.0,0.0,2.0,3
20,10.0,12,150,8.0,1.25,10.0,10
2,64.0,24,209,51.0,1.25,64.0,64
28,11.0,6,63,14.0,1.25,11.0,11
8,12.0,30,322,12.0,0.0,12.0,12
8,9.0,24,236,9.0,0.0,9.0,9
1,0.0,4,365,0.0,0.0,0.0,6
5,0.0,2,579,0.0,0.0,0.0,6
2,24.0,30,256,24.0,0.0,24.0,24
19,1.0,6,657,1.0,0.0,1.0,6
9,9.0,12,658,7.0,1.25,9.0,9
23,3.0,4,162,3.0,0.0,3.0,3
2,122.0,60,298,97.0,1.25,122.0,121
8,2.0,6,576,2.0,0.0,2.0,6
8,4.0,4,820,4.0,0.0,4.0,6
28,0.0,4,270,0.0,0.0,0.0,6
6,8.0,6,720,6.0,1.25,8.0,8
10,1.0,4,658,1.0,1.25,1.0,8
28,13.0,8,135,10.0,1.25,13.0,13
20,1.0,6,238,1.0,0.0,1.0,6
14,17.0,15,1095,17.0,0.0,17.0,17
25,1.0,5,360,1.0,0.0,1.0,6
19,1.0,6,472,1.0,0.0,1.0,6
8,0.0,6,298,0.0,0.0,0.0,6
8,0.0,12,128,0.0,1.25,0.0,8
8,2.0,8,216,2.0,0.0,2.0,6
4,1.0,7,316,1.0,0.0,1.0,6
9,1.0,6,766,1.0,1.25,1.0,8
1,1.0,6,365,1.0,0.0,1.0,6
2,1.0,2,292,1.0,0.0,1.0,6
2,20.0,12,323,20.0,0.0,20.0,20
1,0.0,3,337,0.0,0.0,0.0,6
3,3.0,4,120,3.0,0.0,3.0,6
2,0.0,2,226,0.0,1.25,0.0,8
1,1.0,3,730,1.0,0.0,1.0,6
10,0.0,7,657,0.0,0.0,0.0,6
2,0.0,4,292,0.0,0.0,0.0,6
1,2.0,12,216,3.0,0.0,2.0,6
1,1.0,3,365,2.0,0.0,1.0,6
9,1.0,6,730,1.0,0.0,1.0,6
28,5.0,4,450,5.0,0.0,5.0,6
1,1.0,3,1095,1.0,0.0,1.0,6
9,3.0,6,700,3.0,0.0,3.0,6
8,2.0,6,756,2.0,0.0,2.0,6
21,0.0,6,210,0.0,0.0,0.0,3
9,0.0,6,739,0.0,0.0,0.0,6
19,2.0,5,192,2.0,0.0,2.0,3
28,6.0,4,63,9.0,0.0,6.0,6
28,0.0,6,360,0.0,0.0,0.0,3
1,1.0,4,329,1.0,0.0,1.0,6
1,0.0,3,329,0.0,0.0,0.0,6
3,7.0,14,213,7.0,0.0,7.0,7
22,3.0,3,365,3.0,0.0,3.0,3
1,0.0,3,730,0.0,0.0,0.0,6
8,13.0,9,210,10.0,1.25,13.0,13
2,2.0,12,180,2.0,0.0,2.0,6
19,1.0,6,14,6.0,0.0,1.0,3
10,7.0,8,658,7.0,0.0,7.0,7
9,24.0,12,766,19.0,1.25,24.0,24
2,0.0,2,90,0.0,0.0,0.0,6
23,5.0,3,22,15.0,0.0,5.0,3
19,1.0,6,584,1.0,0.0,1.0,6
1,59.0,24,298,55.0,1.25,59.0,46
28,0.0,6,225,0.0,0.0,0.0,3
8,0.0,4,696,0.0,0.0,0.0,6
21,1.0,3,90,2.0,0.0,1.0,3
6,2.0,6,967,2.0,0.0,2.0,6
19,4.0,5,200,4.0,0.0,4.0,3
20,4.0,12,180,3.0,1.25,4.0,8
5,2.0,6,384,2.0,0.0,2.0,6
8,1.0,6,860,1.0,1.25,1.0,8
2,18.0,12,100,18.0,0.0,18.0,18
1,1.0,3,900,1.0,0.0,1.0,6
28,5.0,4,360,5.0,0.0,5.0,6
2,1.0,2,477,1.0,0.0,1.0,6
8,12.0,10,974,12.0,0.0,12.0,12
2,2.0,2,292,2.0,0.0,2.0,6
2,80.0,14,240,64.0,1.25,80.0,80
10,0.0,4,658,0.0,0.0,0.0,6
9,3.0,4,657,3.0,0.0,3.0,6
6,1.0,6,670,1.0,0.0,1.0,6
19,0.0,6,829,0.0,0.0,0.0,6
2,4.0,16,255,3.0,1.25,4.0,8
5,6.0,6,292,5.0,1.25,6.0,8
1,0.0,3,329,0.0,0.0,0.0,6
5,1.0,6,864,1.0,1.25,1.0,8
1,2.0,4,329,3.0,0.0,2.0,6
9,0.0,6,658,0.0,0.0,0.0,6
2,6.0,14,180,5.0,1.25,6.0,8
21,68.0,24,292,54.0,1.25,68.0,68
1,1.0,3,1825,1.0,0.0,1.0,6
10,0.0,6,365,0.0,0.0,0.0,6
5,0.0,6,90,0.0,0.0,0.0,6
1,2.0,6,360,3.0,0.0,2.0,6
2,38.0,42,200,30.0,1.25,38.0,38
5,4.0,10,216,3.0,1.25,4.0,8
19,6.0,12,300,6.0,0.0,6.0,6
19,0.0,6,365,0.0,1.25,0.0,8
1,1.0,4,329,1.0,0.0,1.0,6
1,0.0,6,240,0.0,0.0,0.0,6
8,3.0,4,586,3.0,0.0,3.0,6
1,1.0,4,1095,1.0,0.0,1.0,6
10,2.0,4,658,2.0,0.0,2.0,6
1,2.0,6,365,3.0,0.0,2.0,6
20,2.0,4,298,2.0,0.0,2.0,6
5,0.0,3,292,0.0,1.25,0.0,8
9,0.0,6,504,0.0,0.0,0.0,6
9,14.0,10,365,14.0,0.0,14.0,14
5,6.0,11,239,6.0,0.0,6.0,6
6,23.0,7,907,18.0,1.25,23.0,23
1,1.0,3,247,2.0,0.0,1.0,6
5,0.0,2,480,0.0,1.25,0.0,8
8,0.0,6,292,0.0,0.0,0.0,6
8,6.0,8,90,7.0,1.25,6.0,8
28,6.0,10,40,18.0,0.0,6.0,6
3,2.0,4,320,2.0,0.0,2.0,6
19,0.0,5,21,0.0,0.0,0.0,3
9,4.0,4,658,4.0,0.0,4.0,6
5,6.0,3,881,5.0,1.25,6.0,8
9,5.0,4,657,5.0,0.0,5.0,6
28,0.0,4,120,0.0,0.0,0.0,6
2,0.0,6,292,0.0,0.0,0.0,6
1,1.0,3,365,2.0,0.0,1.0,6
19,5.0,9,21,16.0,0.0,5.0,3
3,0.0,4,217,0.0,0.0,0.0,6
28,3.0,4,360,3.0,0.0,3.0,6
10,14.0,6,658,11.0,1.25,14.0,14
6,0.0,6,874,0.0,1.25,0.0,8
20,14.0,23,365,11.0,1.25,14.0,14
1,0.0,3,328,0.0,0.0,0.0,6
14,1.0,12,2920,1.0,1.25,1.0,8
1,3.0,6,180,5.0,0.0,3.0,6
2,0.0,16,36,0.0,0.0,0.0,6
19,0.0,12,162,0.0,0.0,0.0,6
19,50.0,30,482,50.0,0.0,50.0,50
9,4.0,6,658,3.0,1.25,4.0,8
19,3.0,4,658,3.0,0.0,3.0,6
12,0.0,12,365,0.0,0.0,0.0,6
20,67.0,30,365,67.0,0.0,67.0,67
2,0.0,6,256,0.0,0.0,0.0,6
19,4.0,3,650,4.0,0.0,4.0,6
9,0.0,6,2500,0.0,0.0,0.0,6
8,9.0,8,730,9.0,0.0,9.0,9
20,9.0,6,255,9.0,0.0,9.0,9
25,4.0,4,730,4.0,0.0,4.0,6
10,8.0,6,658,8.0,0.0,8.0,8
5,1.0,6,90,2.0,0.0,1.0,6
2,40.0,32,126,32.0,1.25,40.0,40
2,8.0,12,232,6.0,1.25,8.0,8
6,7.0,10,305,7.0,0.0,7.0,7
28,2.0,4,360,2.0,0.0,2.0,6
19,2.0,3,330,2.0,0.0,2.0,6
18,80.0,6,7,255.0,0.0,80.0,60
1,1.0,3,360,1.0,0.0,1.0,6
1,1.0,3,2190,1.0,0.0,1.0,6
9,15.0,12,658,12.0,1.25,15.0,15
2,5.0,2,252,5.0,0.0,5.0,6
1,0.0,3,365,0.0,0.0,0.0,6
9,0.0,6,1095,0.0,1.25,0.0,8
10,1.0,4,730,1.0,0.0,1.0,6
8,4.0,4,648,3.0,1.25,4.0,8
27,0.0,3,27,0.0,0.0,0.0,3
19,2.0,6,22,6.0,0.0,2.0,3
1,0.0,3,360,0.0,0.0,0.0,6
22,0.0,4,700,0.0,0.0,0.0,3
8,6.0,10,634,6.0,0.0,6.0,6
4,13.0,13,313,10.0,1.25,13.0,13
1,1.0,3,360,1.0,0.0,1.0,6
1,0.0,3,730,0.0,0.0,0.0,6
5,2.0,3,1095,2.0,0.0,2.0,6
8,5.0,5,653,5.0,0.0,5.0,6
1,0.0,3,720,0.0,0.0,0.0,6
1,3.0,3,352,5.0,0.0,3.0,6
9,6.0,6,658,5.0,1.25,6.0,8
9,6.0,6,658,5.0,1.25,6.0,8
3,10.0,12,820,10.0,0.0,10.0,10
19,0.0,3,240,0.0,0.0,0.0,3
21,11.0,9,275,11.0,0.0,11.0,11
20,0.0,4,100,0.0,0.0,0.0,6
3,6.0,8,604,6.0,0.0,6.0,6
10,0.0,4,658,0.0,0.0,0.0,6
9,6.0,5,658,6.0,0.0,6.0,6
28,13.0,12,135,13.0,0.0,13.0,13
2,10.0,6,283,10.0,0.0,10.0,10
8,1.0,7,275,1.0,0.0,1.0,6
23,25.0,30,28,74.0,0.0,25.0,25
2,36.0,10,470,36.0,0.0,36.0,36
28,0.0,4,300,0.0,0.0,0.0,6
19,2.0,6,652,2.0,0.0,2.0,6
28,4.0,3,182,4.0,0.0,4.0,6
12,11.0,12,273,9.0,1.25,11.0,11
20,14.0,19,21,42.0,0.0,14.0,14
28,2.0,4,730,2.0,0.0,2.0,6
8,5.0,36,327,5.0,0.0,5.0,6
28,3.0,4,360,3.0,0.0,3.0,6
19,1.0,4,292,1.0,0.0,1.0,6
5,8.0,4,175,6.0,1.25,8.0,8
5,4.0,3,210,3.0,1.25,4.0,8
9,3.0,4,658,3.0,0.0,3.0,6
3,0.0,4,365,0.0,0.0,0.0,6
10,8.0,6,299,6.0,1.25,8.0,8
10,15.0,9,1095,15.0,0.0,15.0,15
9,6.0,6,657,5.0,1.25,6.0,8
5,2.0,14,633,2.0,0.0,2.0,6
1,12.0,9,247,18.0,0.0,12.0,12
21,2.0,15,12,10.0,0.0,2.0,3
10,5.0,6,658,4.0,1.25,5.0,8
1,8.0,12,318,12.0,0.0,8.0,8
3,5.0,6,165,5.0,0.0,5.0,6
8,4.0,4,431,4.0,0.0,4.0,6
1,2.0,12,180,3.0,0.0,2.0,6
28,1.0,4,182,1.0,0.0,1.0,6
1,1.0,3,360,1.0,0.0,1.0,6
2,34.0,20,274,27.0,1.25,34.0,34
9,3.0,6,1095,3.0,0.0,3.0,6
1,0.0,3,246,0.0,0.0,0.0,6
20,2.0,7,286,2.0,0.0,2.0,6
19,10.0,12,584,10.0,0.0,10.0,10
2,0.0,4,256,0.0,0.0,0.0,6
22,3.0,10,219,3.0,0.0,3.0,3
9,2.0,12,658,2.0,0.0,2.0,6
3,1.0,4,256,1.0,1.25,1.0,8
28,36.0,36,135,36.0,0.0,36.0,36
1,0.0,3,365,0.0,0.0,0.0,6
28,4.0,4,150,4.0,0.0,4.0,6
19,1.0,5,90,1.0,0.0,1.0,3
20,2.0,6,219,2.0,0.0,2.0,6
19,3.0,10,12,13.0,0.0,3.0,3
8,9.0,10,150,7.0,1.25,9.0,9
9,9.0,6,630,7.0,1.25,9.0,9
9,8.0,6,900,6.0,1.25,8.0,8
28,1.0,4,40,4.0,0.0,1.0,6
1,3.0,6,309,4.0,0.0,3.0,6
19,0.0,3,238,0.0,0.0,0.0,3
28,1.0,4,360,1.0,0.0,1.0,6
19,1.0,6,255,1.0,0.0,1.0,6
8,6.0,6,305,6.0,0.0,6.0,6
19,4.0,6,150,3.0,1.25,4.0,4
28,0.0,4,270,0.0,0.0,0.0,6
10,6.0,12,365,6.0,0.0,6.0,6
28,0.0,6,365,0.0,0.0,0.0,6
5,0.0,3,517,0.0,0.0,0.0,6
8,4.0,12,365,4.0,0.0,4.0,6
6,9.0,21,589,9.0,0.0,9.0,9
1,0.0,3,730,0.0,0.0,0.0,6
10,5.0,6,1085,4.0,1.25,5.0,8
1,3.0,24,352,5.0,0.0,3.0,6
19,1.0,3,87,1.0,0.0,1.0,3
1,0.0,4,1095,0.0,0.0,0.0,6
19,1.0,6,15,3.0,0.0,1.0,3
1,0.0,3,730,0.0,0.0,0.0,6
1,0.0,3,365,0.0,0.0,0.0,6
5,4.0,3,522,3.0,1.25,4.0,8
3,7.0,6,795,7.0,0.0,7.0,7
8,3.0,6,240,3.0,0.0,3.0,6
1,1.0,3,365,2.0,0.0,1.0,6
8,6.0,7,634,6.0,0.0,6.0,6
14,1.0,2,400,1.0,0.0,1.0,6
19,0.0,2,365,0.0,0.0,0.0,6
6,6.0,6,756,6.0,0.0,6.0,6
8,9.0,9,350,9.0,0.0,9.0,9
20,0.0,6,311,0.0,0.0,0.0,6
28,2.0,6,120,2.0,0.0,2.0,6
8,0.0,7,886,0.0,0.0,0.0,6
22,14.0,6,219,14.0,0.0,14.0,14
2,9.0,9,292,9.0,0.0,9.0,9
28,1.0,6,90,1.0,0.0,1.0,6
19,1.0,6,392,1.0,0.0,1.0,3
23,12.0,11,19,36.0,0.0,12.0,12
19,0.0,4,256,0.0,0.0,0.0,6
1,3.0,6,365,4.0,0.0,3.0,6
9,0.0,6,548,0.0,0.0,0.0,6
20,3.0,4,565,2.0,1.25,3.0,8
28,17.0,14,135,17.0,0.0,17.0,17
19,3.0,3,180,3.0,0.0,3.0,3
9,1.0,6,630,1.0,1.25,1.0,8
5,1.0,6,100,1.0,0.0,1.0,6
19,0.0,6,246,0.0,0.0,0.0,6
20,9.0,12,255,7.0,1.25,9.0,9
10,3.0,4,511,2.0,1.25,3.0,8
9,4.0,6,658,4.0,0.0,4.0,6
2,4.0,14,349,4.0,0.0,4.0,6
19,1.0,6,87,1.0,0.0,1.0,3
5,15.0,12,324,12.0,1.25,15.0,15
9,2.0,6,658,2.0,0.0,2.0,6
2,4.0,6,292,4.0,0.0,4.0,6
8,1.0,10,234,1.0,0.0,1.0,6
10,13.0,5,1000,10.0,1.25,13.0,13
5,0.0,4,210,0.0,0.0,0.0,6
28,1.0,4,90,1.0,0.0,1.0,3
1,0.0,3,365,0.0,0.0,0.0,6
10,14.0,8,720,11.0,1.25,14.0,14
9,8.0,12,1095,8.0,0.0,8.0,8
9,5.0,4,657,4.0,1.25,5.0,8
10,3.0,4,1277,3.0,0.0,3.0,6
3,0.0,6,192,0.0,0.0,0.0,6
5,4.0,10,313,3.0,1.25,4.0,8
19,9.0,6,700,9.0,0.0,9.0,9
9,0.0,6,657,0.0,0.0,0.0,6
5,7.0,25,300,7.0,0.0,7.0,7
1,2.0,3,1825,3.0,0.0,2.0,6
28,23.0,16,135,23.0,0.0,23.0,23
10,2.0,8,658,2.0,0.0,2.0,6
8,9.0,4,122,9.0,0.0,9.0,9
5,1.0,2,475,1.0,0.0,1.0,6
1,16.0,8,265,24.0,0.0,16.0,16
8,1.0,12,300,1.0,0.0,1.0,6
12,1.0,20,432,1.0,0.0,1.0,6
8,5.0,6,584,5.0,0.0,5.0,6
8,4.0,6,1000,4.0,0.0,4.0,6
1,0.0,6,240,0.0,0.0,0.0,6
14,15.0,20,657,15.0,0.0,15.0,15
9,10.0,4,658,8.0,1.25,10.0,10
1,1.0,3,1800,1.0,0.0,1.0,6
8,1.0,7,656,1.0,0.0,1.0,6
21,6.0,3,21,14.0,1.25,6.0,4
9,7.0,8,730,7.0,0.0,7.0,7
10,5.0,6,1631,4.0,1.25,5.0,8
20,0.0,6,180,0.0,0.0,0.0,6
8,4.0,6,180,4.0,0.0,4.0,6
28,4.0,4,450,4.0,0.0,4.0,6
19,3.0,5,90,4.0,0.0,3.0,3
20,6.0,6,550,5.75,0.0,6.0,6
3,7.0,24,164,7.0,0.0,7.0,7
9,11.0,6,730,11.0,0.0,11.0,11
20,2.0,6,270,2.0,0.0,2.0,6
19,5.0,6,21,15.0,0.0,5.0,3
8,6.0,18,165,6.0,0.0,6.0,6
22,2.0,3,210,2.0,0.0,2.0,3
2,0.0,6,380,0.0,0.0,0.0,6
1,7.0,6,180,10.0,0.0,7.0,7
8,35.0,38,180,35.0,0.0,35.0,35
23,2.0,3,19,7.0,0.0,2.0,3
9,6.0,6,658,5.0,1.25,6.0,8
1,3.0,12,180,3.0,1.25,3.0,8
22,5.0,8,219,5.0,0.0,5.0,3
9,0.0,13,766,0.0,0.0,0.0,6
8,3.0,7,300,3.0,0.0,3.0,6
10,0.0,6,325,0.0,0.0,0.0,6
19,0.0,12,295,0.0,0.0,0.0,6
14,4.0,5,657,4.0,0.0,4.0,6
9,1.0,6,658,1.0,0.0,1.0,6
22,7.0,8,479,7.0,0.0,7.0,7
28,16.0,14,185,16.0,0.0,16.0,16
14,29.0,20,1095,29.0,0.0,29.0,29
5,9.0,8,360,9.0,0.0,9.0,9
28,1.0,4,205,1.0,0.0,1.0,3
6,15.0,12,540,12.0,1.25,15.0,15
1,2.0,3,329,3.0,0.0,2.0,6
9,19.0,12,756,19.0,0.0,19.0,19
19,0.0,6,372,0.0,0.0,0.0,3
1,2.0,3,365,3.0,0.0,2.0,6
10,6.0,6,1277,6.0,0.0,6.0,6
1,17.0,13,237,26.0,0.0,17.0,17
8,16.0,15,1080,13.0,1.25,16.0,16
1,0.0,3,3600,0.0,0.0,0.0,6
8,3.0,4,325,3.0,0.0,3.0,6
14,14.0,20,658,14.0,0.0,14.0,14
28,1.0,3,69,2.0,0.0,1.0,3
5,0.0,3,383,0.0,0.0,0.0,6
8,2.0,6,365,2.0,0.0,2.0,6
9,3.0,6,658,2.0,1.25,3.0,8
20,8.0,24,202,6.0,1.25,8.0,8
1,0.0,3,750,0.0,0.0,0.0,6
10,14.0,6,325,11.0,1.25,14.0,14
19,4.0,4,365,4.0,0.0,4.0,6
19,0.0,3,300,0.0,0.0,0.0,3
19,0.0,10,164,0.0,0.0,0.0,3
5,10.0,6,310,10.0,0.0,10.0,10
5,3.0,7,631,2.0,1.25,3.0,8
25,1.0,6,730,1.0,0.0,1.0,6
19,1.0,6,1095,1.0,1.25,1.0,8
10,0.0,6,638,0.0,1.25,0.0,8
28,2.0,4,60,3.0,0.0,2.0,6
8,10.0,16,328,10.0,0.0,10.0,10
18,0.0,6,290,0.0,0.0,0.0,3
1,1.0,3,329,1.0,0.0,1.0,6
28,7.0,4,270,7.0,0.0,7.0,7
28,8.0,6,238,6.0,1.25,8.0,8
21,68.0,15,170,68.0,0.0,68.0,68
5,16.0,26,189,13.0,1.25,16.0,16
19,1.0,3,50,1.0,0.0,1.0,3
19,0.0,12,144,0.0,0.0,0.0,6
9,5.0,6,660,4.0,1.25,5.0,8
8,2.0,7,651,2.0,0.0,2.0,6
19,0.0,5,180,0.0,0.0,0.0,6
28,0.0,3,10,0.0,0.0,0.0,3
19,1.0,3,180,1.0,0.0,1.0,3
19,3.0,6,256,3.0,0.0,3.0,6
9,1.0,6,756,1.0,0.0,1.0,6
8,1.0,12,485,1.0,0.0,1.0,6
2,38.0,42,312,30.0,1.25,38.0,38
28,2.0,6,90,3.0,0.0,2.0,6
8,15.0,13,985,15.0,0.0,15.0,15
9,14.0,8,1095,11.0,1.25,14.0,14
9,4.0,10,1095,3.0,1.25,4.0,8
10,0.0,4,658,0.0,0.0,0.0,6
5,4.0,6,383,4.0,0.0,4.0,6
23,7.0,3,22,21.0,0.0,7.0,7
2,19.0,26,310,19.0,0.0,19.0,19
2,14.0,6,635,14.0,0.0,14.0,14
2,10.0,24,300,8.0,1.25,10.0,10
5,0.0,3,180,0.0,0.0,0.0,6
19,1.0,5,365,1.0,0.0,1.0,3
28,1.0,4,45,4.0,0.0,1.0,3
6,0.0,16,508,0.0,0.0,0.0,6
19,0.0,6,255,0.0,0.0,0.0,6
8,9.0,6,720,9.0,0.0,9.0,9
8,25.0,33,655,25.0,0.0,25.0,25
1,1.0,3,329,1.0,0.0,1.0,6
28,4.0,4,135,4.0,0.0,4.0,6
1,1.0,3,1825,1.0,0.0,1.0,6
1,0.0,3,365,0.0,0.0,0.0,6
19,0.0,2,365,0.0,0.0,0.0,6
2,0.0,2,112,0.0,0.0,0.0,6
2,12.0,16,234,12.0,0.0,12.0,12
6,43.0,17,972,43.0,0.0,43.0,43
1,0.0,4,365,0.0,0.0,0.0,6
25,6.0,12,658,6.0,0.0,6.0,6
6,0.0,6,504,0.0,1.25,0.0,8
25,3.0,5,658,3.0,0.0,3.0,6
22,0.0,6,216,0.0,0.0,0.0,3
19,2.0,12,657,2.0,0.0,2.0,6
9,4.0,6,985,3.0,1.25,4.0,8
1,0.0,3,365,0.0,0.0,0.0,6
21,15.0,15,18,46.0,0.0,15.0,15
5,4.0,3,300,4.0,0.0,4.0,6
6,0.0,6,432,0.0,1.25,0.0,8
23,6.0,13,36,19.0,0.0,6.0,6
8,4.0,8,220,4.0,0.0,4.0,6
28,2.0,6,205,2.0,0.0,2.0,3
9,1.0,6,730,1.0,0.0,1.0,6
14,1.0,5,658,1.0,0.0,1.0,6
23,19.0,12,180,15.0,1.25,19.0,19
9,0.0,6,504,0.0,0.0,0.0,6
14,14.0,20,658,14.0,0.0,14.0,14
1,1.0,3,2555,2.0,0.0,1.0,6
20,5.0,6,292,5.0,0.0,5.0,6
19,0.0,6,180,0.0,0.0,0.0,6
